start,cost,max_error,rmse,nfev,wall_s,admissible,converged,res_inf
1,0.0013235690683787778,0.9990234374999866,0.7073209503939474,50,0.014955255000131729,True,True,0.046874757398354866
2,0.0013235690683787791,0.9990234374999866,0.7073209505032122,29,0.011993174000281215,True,True,0.046874757415855506
3,0.001323569068378778,0.9990234374999866,0.707320950870141,19,0.007362368999793034,True,True,0.046874757428386433
4,0.0013235690683787791,0.9990234374999866,0.7073209505032122,29,0.01176971500012769,True,True,0.046874757415855506
5,0.0013235690683787774,0.9990234374999866,0.7073209506488894,42,0.013019570000096792,True,True,0.046874757424484784
6,0.0008213466538208517,0.9990234374453781,0.6700650087191373,34,0.013535982999883345,True,True,0.028311511605966733
7,0.0013235690683787783,0.9990234374999866,0.7073209507431193,24,0.009354899999834743,True,True,0.046874757423427435
8,0.0013235690683787791,0.9990234374999866,0.7073209505032122,29,0.011718222999888894,True,True,0.046874757415855506
9,0.0008213466538208518,0.9990234374453781,0.6700650088654578,31,0.012990627999897697,True,True,0.028311511684260715
10,0.0013235690683787785,0.9990234374999866,0.7073209509684204,30,0.011035954999897513,True,True,0.04687475743500087
11,0.0008213466538208527,0.9990234374453781,0.6700650094454944,31,0.01425310200011154,True,True,0.02831151200610084
12,0.0013235690683787778,0.9990234374999866,0.7073209512593234,49,0.014033840000138298,True,True,0.04687475746417198
13,0.0013235690683787796,0.9990234374999866,0.7073209511543979,22,0.007600863000106983,True,True,0.04687475743186938
14,0.0013235690683787802,0.9990234374999866,0.7073209510275621,37,0.01140413999996781,True,True,0.046874757430176064
15,0.0013235690683787778,0.9990234374999866,0.7073209507953906,31,0.012480391999815765,True,True,0.04687475742729046
16,0.0013235690683787765,0.9990234374999866,0.7073209507544533,29,0.009196649999921647,True,True,0.04687475742430981
17,0.0008213466538208516,0.9990234374453781,0.670065009029824,30,0.01265873800002737,True,True,0.028311511775412114
18,0.0008213466538208525,0.9990234374453781,0.67006500888288,26,0.011979521000057503,True,True,0.02831151169385642
19,0.0013235690683787783,0.9990234374999866,0.7073209504789555,36,0.011358160000099815,True,True,0.04687475741569554
20,0.0013235690683787783,0.9990234374999866,0.7073209507497082,14,0.006018612999923789,True,True,0.046874757423941524
