best_max_error,median_max_error,q1,q3,success_rate,median_nfev,median_wall_s,m,parameters,residual_equations
0.9990234374453781,0.9990234374999866,0.9990234374863345,0.9990234374999866,0.0,30.0,0.011874618000092596,2,4,10
0.9987856022144581,0.9989823212363795,0.9989752535463997,0.9990234157566178,0.0,49.5,0.021917572000006658,3,6,10
0.8396619802913187,0.885243132359063,0.8503353843441981,0.9331382300732591,0.0,94.0,0.042919457000039074,4,8,10
5.551115123125783e-16,2.1094237467877974e-15,1.0824674490095276e-15,5.687117443642364e-14,0.85,196.0,0.1362893810000969,5,10,10
3.1086244689504383e-15,2.5590640717609858e-14,1.5459855617905305e-14,7.327471962526033e-14,1.0,71.5,0.05448919050002132,6,12,10
3.6637359812630166e-15,3.752553823233029e-14,1.2156942119645464e-14,5.809241976351132e-14,1.0,57.5,0.030745502499939903,7,14,10
